molecule_name,atom_index,atom,x,y,z
dsgdb9nsd_001788,20,H,0.9583539742,-3.914272064,-0.42969219090000005
dsgdb9nsd_001818,0,C,-0.095927889,1.474754462,-0.1109303566
dsgdb9nsd_001818,1,C,0.041102017000000005,-0.047302036,0.0589459018
dsgdb9nsd_001818,2,C,0.7509559013,-0.40196354659999994,1.365529061
dsgdb9nsd_001818,3,O,-1.247575305,-0.6482104992000001,0.11266277529999999
dsgdb9nsd_001818,4,C,0.80796839,-0.6177274997,-1.133554265
dsgdb9nsd_001818,5,C,0.5835718840999999,-1.982139242,-1.6169048769999999
dsgdb9nsd_001818,6,O,0.00683123,-0.8536749592,-2.2984534780000003
dsgdb9nsd_001818,7,H,0.8813984123,1.969269678,-0.1073025352
dsgdb9nsd_001818,8,H,-0.5909847247,1.70958182,-1.058919964
dsgdb9nsd_001818,9,H,-0.6976750268,1.885683899,0.7039688956
dsgdb9nsd_001818,10,H,0.1963093126,0.0081932052,2.214156431
dsgdb9nsd_001818,11,H,0.8095404783,-1.4869490890000001,1.485889922
dsgdb9nsd_001818,12,H,1.764942852,0.0093271784,1.385981097
dsgdb9nsd_001818,13,H,-1.587216311,-0.6223687217,-0.7927003811
dsgdb9nsd_001818,14,H,1.7688214869999999,-0.1453896616,-1.3422250830000002
dsgdb9nsd_001818,15,H,1.36878157,-2.497045708,-2.166880983
dsgdb9nsd_001818,16,H,-0.1311047072,-2.613877999,-1.09617955
dsgdb9nsd_001850,0,C,0.04439095690000001,1.4633389769999998,0.0040519006
dsgdb9nsd_001850,1,C,-0.058666402699999995,-0.0182156463,-0.0180611449
dsgdb9nsd_001850,2,N,-1.08618083,-0.7205596129999999,-0.2722238503
dsgdb9nsd_001850,3,C,-0.6575150796,-2.10906746,-0.1623254022
dsgdb9nsd_001850,4,C,0.8204080477,-2.04889859,0.2055561256
dsgdb9nsd_001850,5,O,1.629083314,-2.897108419,0.4089010268
dsgdb9nsd_001850,6,O,1.117789916,-0.6903943797,0.2764186193
dsgdb9nsd_001850,7,H,0.7933928813,1.801732828,-0.7187712096
dsgdb9nsd_001850,8,H,-0.9250708120000001,1.89761963,-0.238476117
dsgdb9nsd_001850,9,H,0.36720504810000004,1.80571869,0.9922641678
dsgdb9nsd_001850,10,H,-1.2233343909999999,-2.647572292,0.6056700769
dsgdb9nsd_001850,11,H,-0.7976681585,-2.651455903,-1.103671543
dsgdb9nsd_001866,0,C,-0.1534364073,1.533016844,-0.0023725485999999997
dsgdb9nsd_001866,1,C,0.0770005391,0.024407632000000002,0.026584568700000002
dsgdb9nsd_001866,2,C,0.8516274319,-0.5219341808,-1.19718192
dsgdb9nsd_001866,3,C,1.322278013,-1.916785945,-0.7634515647
dsgdb9nsd_001866,4,C,1.50859151,-1.8133427009999998,0.7570264778
dsgdb9nsd_001866,5,O,2.033879421,-2.636360399,1.460572961
dsgdb9nsd_001866,6,C,0.9066461306999999,-0.48178182280000004,1.219258088
dsgdb9nsd_001866,7,H,0.8006056371,2.072929133,-0.0219024286
dsgdb9nsd_001866,8,H,-0.7221697158,1.8291178719999999,-0.890473088
dsgdb9nsd_001866,9,H,-0.7098350741,1.871631445,0.8777318936
dsgdb9nsd_001866,10,H,-0.8998306706,-0.4790086445,0.0554085812
dsgdb9nsd_001866,11,H,0.2430255318,-0.5310294017,-2.1054675919999997
dsgdb9nsd_001866,12,H,1.717651166,0.1231446837,-1.39443178
dsgdb9nsd_001866,13,H,0.5472470736,-2.673523754,-0.9441608468000001
dsgdb9nsd_001866,14,H,2.234417634,-2.2763943230000003,-1.245683437
dsgdb9nsd_001866,15,H,1.744853173,0.2019339754,1.420080334
dsgdb9nsd_001866,16,H,0.35862563630000005,-0.5985009742,2.1573674819999997
dsgdb9nsd_002059,0,O,-0.0138085292,-0.059825559800000004,0.0059477254
dsgdb9nsd_002059,1,C,-0.004626096,1.156907075,0.0151383377
dsgdb9nsd_002059,2,N,-1.13600218,1.923269233,-0.0760656435
dsgdb9nsd_002059,3,C,-1.245479945,3.372925775,0.06855509259999999
dsgdb9nsd_002059,4,C,0.11145978289999998,4.010943822,-0.021821069300000002
dsgdb9nsd_002059,5,C,1.2186150359999999,3.269863822,0.001550555
dsgdb9nsd_002059,6,N,1.17637942,1.8840116580000001,0.09732998400000001
dsgdb9nsd_002059,7,H,-1.9807824840000001,1.374864955,-0.0858523244
dsgdb9nsd_002059,8,H,-1.9051787340000002,3.76217109,-0.7207694495999999
dsgdb9nsd_002059,9,H,-1.731254716,3.633004877,1.025305215
dsgdb9nsd_002059,10,H,0.17133406760000003,5.088929846,-0.0859355767
dsgdb9nsd_002059,11,H,2.213017883,3.69765882,-0.046791155599999995
dsgdb9nsd_002059,12,H,2.014757175,1.330038427,0.0648496796
dsgdb9nsd_002184,0,C,-0.2013863712,1.489213699,0.0920338873
dsgdb9nsd_002184,1,C,-0.007621245600000001,-0.0190315722,-0.0016608347
dsgdb9nsd_002184,2,C,1.217290904,-0.45121132020000004,-0.8782076593000001
dsgdb9nsd_002184,3,C,2.0009391,-0.5204815065,0.4377609053
dsgdb9nsd_002184,4,O,3.119983812,-0.23986995670000003,0.7685819223999999
dsgdb9nsd_002184,5,C,0.7187435031,-0.6349937234,1.260606732
dsgdb9nsd_002184,6,O,0.6767312895,-0.0044163676,2.503603397
dsgdb9nsd_002184,7,H,0.7458832137000001,2.0040631319999997,0.2896235152
dsgdb9nsd_002184,8,H,-0.6075789824,1.8890165509999999,-0.8420558718000001
dsgdb9nsd_002184,9,H,-0.8869284803,1.7410047,0.905620378
dsgdb9nsd_002184,10,H,-0.9448993907,-0.5197496866,-0.2510178734
dsgdb9nsd_002184,11,H,1.0889736509999999,-1.433881966,-1.34073448
dsgdb9nsd_002184,12,H,1.5923168669999999,0.25377768,-1.6228584769999999
dsgdb9nsd_002184,13,H,0.4169482155,-1.686102988,1.366545619
dsgdb9nsd_002184,14,H,1.524189724,0.4419741954,2.6243409
dsgdb9nsd_002308,0,C,0.0778169741,1.5681075619999998,-0.17708071820000001
dsgdb9nsd_002308,1,C,0.0403773608,0.0647870321,-0.0024101284
dsgdb9nsd_002308,2,C,1.305041087,-0.759627875,-0.0385365035
dsgdb9nsd_002308,3,C,0.5233278375,-0.6401491031000001,1.246441162
dsgdb9nsd_002308,4,C,1.0899877040000001,0.1240323792,2.4345064
dsgdb9nsd_002308,5,C,1.9821498069999999,-0.7041843515,3.248645198
dsgdb9nsd_002308,6,N,2.680046027,-1.368517315,3.88648981
dsgdb9nsd_002308,7,H,0.9912197676000001,2.0102984409999998,0.2316732018
dsgdb9nsd_002308,8,H,0.0447614738,1.82912461,-1.240138159
dsgdb9nsd_002308,9,H,-0.7762843184,2.052669535,0.30920222059999997
dsgdb9nsd_002308,10,H,-0.8296151632,-0.4005821014,-0.45873027439999997
dsgdb9nsd_002308,11,H,1.308916308,-1.710603092,-0.5587658278000001
dsgdb9nsd_002308,12,H,2.245673671,-0.2197706841,-0.0988316107
dsgdb9nsd_002308,13,H,-0.0449451591,-1.5168824859999999,1.5421073840000001
dsgdb9nsd_002308,14,H,1.651196041,1.0037752309999999,2.1045809230000003
dsgdb9nsd_002308,15,H,0.2825565215,0.4928429075,3.0789800119999997
dsgdb9nsd_002371,0,C,0.47059674869999996,-2.394540556,-1.3480076069999998
dsgdb9nsd_002371,1,C,0.102998009,-1.668168041,-0.052557364100000004
dsgdb9nsd_002371,2,O,0.9254338605,-0.5176780778,0.1505705912
dsgdb9nsd_002371,3,C,-1.3675978119999999,-1.29670699,-0.029960582200000002
dsgdb9nsd_002371,4,C,-2.386306677,-2.180128216,0.6105211448
dsgdb9nsd_002371,5,N,-2.070270375,-0.8775292367,1.178637564
dsgdb9nsd_002371,6,C,-1.3591735740000002,-0.8365063898999999,2.45020038
dsgdb9nsd_002371,7,H,1.5422753040000001,-2.608985139,-1.367397755
